License #,Status,Entity Name,Trade Name,Address,Class,Type 
A BRA -098137,Active,"DC Harbor Cruises, LLC",Patriot II/National Ferry,"1300 MAINE AVE SW, WASHINGTON, DC 20024",C,Marine Vessel 
A BRA -098137- 2,Active,"DC Harbor Cruises, LLC",Freedom,"1300 MAINE AVE SW, WASHINGTON, DC 20024",C,Marine Vessel 
A BRA -007235,Active,Potomac Riverboat Company,Cherry Blossom,"205 Strand ST, Alexandria, VA 22314",C,Marine Vessel 
A BRA -020455,Active,"Potomac Party Cruises, Inc.",Nina's Dandy,"0 PRINCE ST, Alexandria, VA 22310",C,Marine Vessel 
A BRA -021949,Active,Frager Enterprises Inc.,Nightingale II,"600 WATER ST SW, #C, Washington, DC 20024",C,Marine Vessel 
A BRA -022107,Active,Premier Yachts Inc.,Odyssey Cruises,"600 WATER ST SW, #D, Washington, DC 20024",C,Marine Vessel 
A BRA -077414,Active,Spirit Cruises LLC,Spirit of Mt. Vernon,"600 WATER ST SW, Washington, DC 20024",C,Marine Vessel 
A BRA -100884,405.1 New Const,"Arlington Cinema, Inc.",Drafthouse Comedy,"1100 13TH ST NW, #Suite 130, WASHINGTON, DC 20005",C,Multipurpose 
A BRA -001729,Active,"Washington Drama Society, Inc.",Arena Stage,"1101 6TH ST SW, WASHINGTON, DC 20024",C,Multipurpose 
A BRA -079190,Active,"CulinAerie DC, LLC",CulinA erie,"1131 14TH ST NW, Washington, DC 20005",C,Multipurpose 
A BRA -080085,Active,"Avalon Theatre Project, Inc.",Avalon Theatre,"5612 CONNECTICUT AVE NW, WASHINGTON, DC 20015",C,Multipurpose 
A BRA -080876,Active,Woolly Mammoth Theatre Company,Woolly Mammoth Theatre Company,"641 D ST NW, WASHINGTON, DC 20003",C,Multipurpose 
A BRA -081773,Active,"Event Network, Inc.",Ford's Theatre Gift Shop,"511 10TH ST NW, WASHINGTON, DC 20004",C,Multipurpose 
A BRA -083219,Active,"U Street Music Hall, LLC",U Street Music Hall,"1115 U ST NW, Washington, DC 20009",C,Multipurpose 
A BRA -085207,Active,Atlas Performing Arts Center,Atlas Performing Arts Center,"1333 H ST NE, Washington, DC 20002",C,Multipurpose 
A BRA -086010,Active,"Clyde's Management, Inc.",The Hamilton,"600 14TH ST NW, WASHINGTON, DC 20005",C,Multipurpose 
A BRA -086808,Active,"Riot Act DC, LLC",Penn Social,"801 E ST NW, WASHINGTON, DC 20004",C,Multipurpose 
A BRA -086926,Active,The Old Naval Hospital Foundation,Hill Center,"921 PENNSYLVANIA AVE SE, WASHINGTON, DC 20003",C,Multipurpose 
A BRA -087627,Active,Facility Concession Services Inc.,Spectrum,"1299 PENNSYLVANIA AVE NW, WASHINGTON, DC 20004",C,Multipurpose 
A BRA -088646,Active,Howard Theatre Entertainment LLC,Howard Theatre,"620 T ST NW, WASHINGTON, DC 20001",C,Multipurpose 
A BRA -091285,Active,"Art Jamz, LLC",Art Jamz,"1728 CONNECTICUT AVE NW, WASHINGTON, DC 20009",C,Multipurpose 
A BRA -093202,Active,It's My Theatre LLC,Lincoln Theatre,"1215 U ST NW, WASHINGTON, DC 20009",C,Multipurpose 
A BRA -094849,Active,"Gallery O, LLC",Gallery O on H,"1354 H ST NE, WASHINGTON, DC 20002",C,Multipurpose 
A BRA -095396,Active,"DC Wheel Productions, Inc.",Dance Place,"3225 8TH ST NE, WASHINGTON, DC 20017",C,Multipurpose 
A BRA -095684,Active,National Theatre Corporation/SMG World/Jam Theatrical LTD,National Theatre,"1321 PENNSYLVANIA AVE NW, WASHINGTON, DC 20004",C,Multipurpose 
A BRA -097046,Active,"ArtJamz, LLC",ArtJamz,"716 Monroe ST NE, STE 24, WASHINGTON, DC 20017",C,Multipurpose 
A BRA -097815,Active,"Capital Fringe, Inc",Capital Fringe,"1358 FLORIDA AVE NE, WASHINGTON, DC 20002",C,Multipurpose 
A BRA -099697,Active,CINEMA BEVERAGES HOLDING COMPANY LLC,ATLANTIC PLUMBING BEVERAGE SERVICES,"807 V ST NW, WASHINGTON, DC 20001",C,Multipurpose 
A BRA -001070,Active,George Washington University,Marvin Center,"800 21ST ST NW, Washington, DC 20052",C,Multipurpose 
A BRA -001792,Active,Trustees of Amherst College,Folger Theatre Group,"201 EAST CAPITOL ST SE, Washington, DC 20003",C,Multipurpose 
A BRA -006447,Active,"JJB & DHW, Inc.",Best Vending,"1776 D ST NW, Washington, DC 20006",C,Multipurpose 
A BRA -015112,Active,"JJB & DHW, Inc.",Best Vending II,"730 21ST ST NW, Washington, DC 20052",C,Multipurpose 
A BRA -015698,Active,Eritrean Cultural & Civic Center,Eritrean Cultural Center,"1214 18th ST NW, Washington, DC",C,Multipurpose 
A BRA -017109,Active,The Shakespeare Theatre at The Folger Library,The Shakespeare Theatre At The Folger Library,"450 7TH ST NW, #00003, WASHINGTON, DC 20004",C,Multipurpose 
A BRA -019017,Active,The Phillips Collection,The Phillips Collection,"1600 21ST ST NW, Washington, DC 20009",C,Multipurpose 
A BRA -021837,Active,"Sledge, Inc.",930 Club,"815 V ST NW, Washington, DC 20001",C,Multipurpose 
A BRA -025198,Active,H H Leonards Associates,The Mansion on O Street,"2020 O ST NW, Washington, DC 20036",C,Multipurpose 
A BRA -025750,Active,"The Studio Theatre, Inc.",The Studio Theatre,"1333 P ST NW, Washington, DC 20005",C,Multipurpose 
A BRA -026242,Active,Prince Hall Freemason and Eastern Star Charitable,Prince Hall Freemason & Eastern Star Charter Foundation,"1000 U ST NW, Washington, DC 20001",C,Multipurpose 
A BRA -060462,Active,Levy(Washington) Limited Partnership,The Levy Restaurants At Verizon Center,"601 F ST NW, #D, Washington, DC 20004",C,Multipurpose 
A BRA -060476,Active,"Circle I Productions, Inc.",Black Cat,"1811 14TH ST NW, Washington, DC 20009",C,Multipurpose 
A BRA -072095,Active,"G.A.L.A., Inc.",Gala Hispanic Theatre,"3333 14TH ST NW, WASHINGTON, DC 20010",C,Multipurpose 
A BRA -077573,Active,"Wolfgang Puck Catering and Events, LLC",Newseum,"555 PENNSYLVANIA AVE NW, Washington, DC 20001",C,Multipurpose 
A BRA -077986,Active,The Shakespeare Theatre,Sidney Harman Hall,"610 F ST NW, Washington, DC 20002",C,Multipurpose 
A BRA -078307,Active,"Cinema Beverages Holding Company, LLC",E Street Lounge,"555 11TH ST NW, Washington, DC 20004",C,Multipurpose 
A BRA -098176,Active,PREQUEL LLC,PREQUEL,"918 F ST NW, WASHINGTON, DC 20004",C,Multipurpose 
A BRA -100673,Active,Heurich House Foundation,Heurich House Museum,"1307 NEW HAMPSHIRE AVE NW, WASHINGTON, DC 20036",C,Multipurpose 
A BRA -060573,Active,"The House on F Street, LLC",International Spy Museum,"800 F ST NW, Washington, DC 20004",C,Multipurpose 
A BRA -078642,Safekeeping,MPAC LLC,The Scene,"2221 ADAMS PL NE, #C, Washington, DC 20018",C,Multipurpose 
A BRA -084241,405.1 New Const,"AKA, Inc",Vice,"2046 WEST VIRGINIA AVE NE, WASHINGTON, DC 20002",C,Nightclub 
A BRA -071088,Active,"M Street Management Group, LLC",MPIRE Club,"1819 M ST NW, WASHINGTON, DC 20036",C,Nightclub 
A BRA -087101,Active,"H-4, LLC",Heist,"1216 18TH ST NW, WASHINGTON, DC 20036",C,Nightclub 
A BRA -094244,Active,"RCX, LLC",Stadium Club,"2127 QUEENS CHAPEL RD NE, WASHINGTON, DC 20018",C,Nightclub 
A BRA -098536,Active,"Soundcheck, LLC",Soundcheck,"1420 K ST NW, WASHINGTON, DC 20005",C,Nightclub 
A BRA -099695,Active,"727 Concepts, LLC",L8,"727 15TH ST NW, WASHINGTON, DC 20005",C,Nightclub 
A BRA -100517,Active,"PFM Restaurants, LLC",DISTRICT ANCHOR,"1900 M ST NW, Washington, DC 20036",C,Nightclub 
A BRA -072087,Active,"Hak, LLC",Midtown,"1219 CONNECTICUT AVE NW, Washington, DC 20036",C,Nightclub 
A BRA -078663,Active,"C J Enterprises, Inc.",Ziegfeld's/Secrets,"1824 HALF ST SW, WASHINGTON, DC 20024",C,Nightclub 
A BRA -083133,Active,"1716 I, LLC",Eye Bar/Garden of Eden,"1716 I ST NW, WASHINGTON, DC 20006",C,Nightclub 
A BRA -083264,Active,"Cuckoo Marans, LLC",Music & Arts Club/T ropicalia,"2001 14TH ST NW, WASHINGTON, DC 20009",C,Nightclub 
A BRA -083919,Active,"Inner Circle 1223, LLC",Dirty Martini Inn Bar/Dirty Bar,"1223 CONNECTICUT AVE NW, WASHINGTON, DC 20036",C,Nightclub 
A BRA -084711,Active,"Jam Ventures, LLC",Opera Ultra Lounge,"1400 I ST NW, WASHINGTON, DC 20005",C,Nightclub 
A BRA -086035,Active,1720 I LLC,Asia DC,"1720 I ST NW, WASHINGTON, DC 20006",C,Nightclub 
A BRA -089394,Active,TRIANGLE GROUP LLC,Buckeye + Bear,"1730 M ST NW, WASHINGTON, DC 20036",C,Nightclub 
A BRA -090250,Active,"Ekho Events, Inc.",Echostage,"2135 QUEENS CHAPEL RD NE, Washington, DC 20018",C,Nightclub 
A BRA -000704,Active,Fabwill Inc,Royal Palace,"1805 CONNECTICUT AVE NW, Washington, DC 20009",C,Nightclub 
A BRA -000771,Active,Jefferson Grill Inc,Macombo Lounge,"5335 GEORGIA AVE NW, Washington, DC 20011",C,Nightclub 
A BRA -000899,Active,3124 Corporation,The Good Guys Restaurant,"2311 WISCONSIN AVE NW, Washington, DC 20007",C,Nightclub 
A BRA -000931,Active,Harco Inc,Archibald's/Fast Eddies Billiards Cafe,"1520 K ST NW, Washington, DC 20005",C,Nightclub 
A BRA -001271,Active,Georgene Thompson,Player's Lounge,"2737 M.L. KING JR., AVE SE, Washington, DC 20032",C,Nightclub 
A BRA -001273,Active,"Kittrell, Edith Mae & Jessie L",Vegas Lounge,"1415 P ST NW, Washington, DC 20005",C,Nightclub 
A BRA -001449,Active,"R A H OF WASHINGTON, D.C",Camelot,"1823 M ST NW, WASHINGTON, DC 20036",C,Nightclub 
A BRA -001686,Active,Linda & A Inc,The House,"3530 GEORGIA AVE NW, Washington, DC 20010",C,Nightclub 
A BRA -023167,Active,"19th & K, Inc.",Ozio Martini & Cigar Lounge,"1813 M ST NW, Washington, DC 20006",C,Nightclub 
A BRA -024613,Active,Kelemewa Corporation,Pure Nightclub & Lounge,"1326 U ST NW, Washington, DC 20009",C,Nightclub 
A BRA -025542,Active,"Trade Center Management Associates, LLC",The International Trade Center/A ir,"1300 PENNSYLVANIA AVE NW, Washington, DC 20004",C,Nightclub 
A BRA -060187,Active,Haydee Corporation,Haydee's 2000,"6303 GEORGIA AVE NW, Washington, DC 20011",C,Nightclub 
A BRA -060369,Active,Dupont Imp LLC,Gazuza,"1629 CONNECTICUT AVE NW, #A, Washington, DC 20009",C,Nightclub 
A BRA -060411,Active,"Carriage House, LLC",Green Lantern/Tool Shed,"1335 GREEN CT NW, Washington, DC 20005",C,Nightclub 
A BRA -071156,Active,"Bar 9, LLC",DC 9,"1940 9TH ST NW, Washington, DC 20001",C,Nightclub 
A BRA -071202,Active,"The Wonderland Ballroom, LLC",The Wonderland Ballroom,"1101 KENYON ST NW, Washington, DC 20010",C,Nightclub 
A BRA -071564,Active,Down Under Inc,Bravo Bravo,"1001 CONNECTICUT AVE NW, Washington, DC 20036",C,Nightclub 
A BRA -071717,Active,"1900 M Restaurant Associates, Inc.",Rumors Restaurant,"1900 M ST NW, Washington, DC 20036",C,Nightclub 
A BRA -072225,Active,"Jasper Ventures, LLC",Capitale,"1301 K ST NW, Washington, DC 20005",C,Nightclub 
A BRA -073809,Active,Lucky Strike Washington DC LLC,Lucky Strike,"701 7TH ST NW, #C, Washington, DC 20001",C,Nightclub 
A BRA -074767,Active,"Toppromo, Inc.",Ultrabar/Chroma,"911 F ST NW, Washington, DC 20004",C,Nightclub 
A BRA -074894,Active,"Mahogany, LLC",LIV Nightclub,"2001 11TH ST NW, #B, Washington, DC 20001",C,Nightclub 
A BRA -075548,Active,"Park Place, Inc.",The Park Place at 14th,"920 14TH ST NW, WASHINGTON, DC 20005",C,Nightclub 
A BRA -075871,Active,"Acott Ventures, LLC",Shadow Room,"2131 K ST NW, Washington, DC 20036",C,Nightclub 
A BRA -076801,Active,"The Art of Lounge, LLC",Town,"2009 8TH ST NW, Washington, DC 20009",C,Nightclub 
A BRA -015251,Safekeeping,"1720 H Street, Corp.",1720 Club,"1225 19TH ST NW, WASHINGTON, DC 20036",C,Nightclub 
A BRA -083728,Safekeeping,"The Roberts Law Group, PLLC","The Roberts Law Group, PLLC","1029 Vermont AVE NW, WASHINGTON, DC 20005",C,Nightclub 
A BRA -084620,Safekeeping,Ron Hunt,Heat,", WASHINGTON, DC",C,Nightclub 
A BRA -087875,Safekeeping,"476 K, LLC",Cloakroom,"476 K ST NW, WASHINGTON, DC 20001",C,Nightclub 
A BRA -090529,Safekeeping,,To Be Determined,"WASHINGTON, DC",C,Nightclub 
A BRA -090611,Safekeeping,"Skylark Lounge of DC, LLC",NONE,"1943 NEW YORK AVE NE, Washington, DC 20002",C,Nightclub 
A BRA -008511,Safekeeping,B J Enterprises Inc,J P's,"2412 Wisconsin AVE NW, WASHINGTON, DC 20007",C,Nightclub 
A BRA -075424,Safekeeping,"Eclipse Restaurant & Night Club, Inc.",Eclipse Restaurant & Nightclub,"2820 BLADENSBURG RD NE, WASHINGTON, DC 20018",C,Nightclub 
A BRA -077000,405.1 New Const,"Sam-sam, LLC",Nima's Restaurant & Bar,"1230 9TH ST NW, Washington, DC 20005",C,Restaurant 
A BRA -079274,405.1 New Const,"Ohio Grille, LLC",Radius At The Ohio,"1380 H ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -082214,405.1 New Const,"Local 14, LLC",Local 14,"1832 14TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -084905,405.1 New Const,DAVID SAKAI,INTERNATIONAL HOUSE OF PONG,"1010 WISCONSIN AVE NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -084908,405.1 New Const,Hu's Wear LLC,Hu's Wear,"1132 29TH ST NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -092766,405.1 New Const,"Blagden Alley Entertainment, LLC",The American,"1209 10TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -095294,405.1 New Const,Ching LLC,So Mi,"1425 WISCONSIN AVE NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -095966,405.1 New Const,FR & LH LLC,To Be Determined,"1515 WISCONSIN AVE NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -097639,405.1 New Const,"Busboys of Anacostia, LLC",Busboys & Poets,"2004 Martin Luther King Jr AVE SE, WASHINGTON, DC 20020",C,Restaurant 
A BRA -100647,405.1 New Const,"Farmers & Distillers DC, LLC",Farmers & Distillers,"600 MASSACHUSETTS AVE NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -100804,405.1 New Const,"1547 7th Ventures, LLC",Ambar,"1547 7th ST NW, WASHINGTON, DC",C,Restaurant 
A BRA -100894,405.1 New Const,Nobu DC LLC,NOBU,"2501 M ST NW, #601, WASHINGTON, DC 20037",C,Restaurant 
A BRA -101753,405.1 New Const,Trump Old Post Office LLC,BLT Prime,"1100 PENNSYLVANIA AVE NW, WASHINGTON, DC 20004",C,Restaurant 
A BRA -016192,Active,"Paradise, Inc.",Pizzeria Paradiso,"2000 MASSACHUSETTS AVE NW, WASHINGTON, DC 20036",C,Restaurant 
A BRA -076727,Active,"Vap H Street, LLC",Vapiano,"623 H ST NW, Washington, DC 20001",C,Restaurant 
A BRA -076803,Active,"Bullard Street, LLC",RIS,"2275 L ST NW, WASHINGTON, DC 2037",C,Restaurant 
A BRA -076804,Active,"The Griffin Group, LLC",Policy/Colada Shop,"1904 14th ST NW, WASHINGTON, DC 20010",C,Restaurant 
A BRA -078058,Active,"Prospect Dining, LLC",Chinese Disco,"3251 PROSPECT ST NW, #CS-1, WASHINGTON, DC 20007",C,Restaurant 
A BRA -078742,Active,"Sei Restaurant & Lounge, LLC",Sei Restaurant & Lounge,"444 7TH ST NW, Washington, DC 20004",C,Restaurant 
A BRA -078882,Active,"Eatonville, Inc.",Mulebone,"2121 14TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -078941,Active,"Tara Thai Spring Valley, Inc.",Tara Thai,"4849 MASSACHUSETTS AVE NW, Washington, DC 20016",C,Restaurant 
A BRA -078949,Active,JBS Inc,Rocklands Barbeque and Grilling Company,"2416 WISCONSIN AVE NW, WASHINGTON, DC",C,Restaurant 
A BRA -079108,Active,"BP Group, Inc.",Royal Thai Cuisine & Bar,"507 H ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -079276,Active,"Matchbox Capitol Hill, LLC",Matchbox,"517 8TH ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -079306,Active,"WA-ZO-BIA Entertainments, Inc.",WA-ZO-BIA,"618 T ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -079542,Active,"Woomi Kyoto Sushi, Inc.",Woomi Koyto Sushi,"201 MASSACHUSETTS AVE NE, STE 303, WASHINGTON, DC 20002",C,Restaurant 
A BRA -079701,Active,"Nando's Restaurant Group, Inc.",Nando's Peri Peri,"1210 18TH ST NW, WASHINGTON, DC 20036",C,Restaurant 
A BRA -079873,Active,Garay Corporation,Corina's Restaurant,"831 KENNEDY ST NW, WASHINGTON, DC 20011",C,Restaurant 
A BRA -080501,Active,"PQ Blaine Mansion, Inc.",Le Pain Quotidien,"2001 P ST NW, Washington, DC 20036",C,Restaurant 
A BRA -080550,Active,"Chontong, LLC",Sanphan Thai Cuisine,"653 PENNSYLVANIA AVE SE, Washington, DC 20003",C,Restaurant 
A BRA -080952,Active,A & A Restaurant Group Inc,Russia House,"1800 CONNECTICUT AVE NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -080975,Active,La Trattoria LLC,Siroc,"915 15TH ST NW, Washington, DC 20005",C,Restaurant 
A BRA -081018,Active,"Restaurant Associates of New York, LLC","World Bank, IFC Building","2121 PENNSYLVANIA AVE NW, Washington, DC 20433",C,Restaurant 
A BRA -081024,Active,"Restaurant Associates of New York, LLC","World Bank, MC Building","1818 H ST NW, Washington, DC 20433",C,Restaurant 
A BRA -081026,Active,"Restaurant Associates of New York, LLC","World Bank, I Building","1850 I ST NW, Washington, DC 20433",C,Restaurant 
A BRA -081027,Active,"Restaurant Associates of New York, LLC","World Bank, J Building","701 18TH ST NW, Washington, DC 20006",C,Restaurant 
A BRA -081030,Active,Debebe Addis,Mesobe Restaurant and Deli Market,"1853 7TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -081157,Active,"Cedar Restaurant, LLC",Cedar,"822 E ST NW, Washington, DC 20004",C,Restaurant 
A BRA -081175,Active,"Saigon Bistro, LLC",Pho Eurasian,"2153 P ST NW, Washington, DC 20037",C,Restaurant 
A BRA -081469,Active,"Sula, LLC",Masa 14,"1825 14TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -081772,Active,Siam House DC Inc.,Siam House DC,"3520 CONNECTICUT AVE NW, Washington, DC 20008",C,Restaurant 
A BRA -081849,Active,"Fasil Ethiopian Restaurant, LLC",Uptown Ethiopian Fusion Cuisine,"1608 7TH ST NW, Washington, DC 20001",C,Restaurant 
A BRA -081907,Active,"Bionda, LLC",Trattu,"1823 JEFFERSON PL NW, Washington, DC 20036",C,Restaurant 
A BRA -081997,Active,"Adams Morgan F&B, LLC",Jack Rose,"2007 18TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -082036,Active,"Maddy's, LLC",Maddy's Bar and Grille,"1726 CONNECTICUT AVE NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -082062,Active,"Kookoovaya, Inc","We, The Pizza","305 PENNSYLVANIA AVE SE, Washington, DC 20003",C,Restaurant 
A BRA -082154,Active,"Charoen, Inc.",Absolute Thai Restaurant,"521 G ST NW, Washington, DC 20001",C,Restaurant 
A BRA -082174,Active,"Zodiac Restaurant Group, Inc.",Scion Restaurant,"2100 P ST NW, Washington, DC 20037",C,Restaurant 
A BRA -082212,Active,"D-P, Inc.",Pesce,"2002 P ST NW, Washington, DC 20036",C,Restaurant 
A BRA -082329,Active,Bibiana LLC,BiBiana,"1100 NEW YORK AVE NW, Washington, DC 20005",C,Restaurant 
A BRA -082360,Active,"Kellari Washington, LLC",Kellari,"1700 K ST NW, Washington, DC 20006",C,Restaurant 
A BRA -082457,Active,CUBA LIBRE DC LLC,Cuba Libre Restaurant & Rum Bar,"801 9TH ST NW, Washington, DC 20001",C,Restaurant 
A BRA -082569,Active,Four Partners LLC,Ted's Bulletin,"505 8th ST SE, Washington, DC 20003",C,Restaurant 
A BRA -082758,Active,"Bistro Cacao, Inc.",Bistro CaCao,"320 MASSACHUSETTS AVE NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -082921,Active,Musings Corporation,Muzette,"2305 18TH ST NW, #1, WASHINGTON, DC 20009",C,Restaurant 
A BRA -082973,Active,"Rudraaksh, LLC",Masala Art,"4441 A WISCONSIN AVE NW, WASHINGTON, DC 20016",C,Restaurant 
A BRA -083029,Active,"Barracks Row Entertainment, LLC",Chesapeake Room,"501 8TH ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -083047,Active,"Carmine's DC, LLC",Carmine's,"425 7th ST NW, WASHINGTON, DC 20004",C,Restaurant 
A BRA -083131,Active,"Ezme, Inc.",Ezme,"2016 P ST NW, WASHINGTON, DC 20036",C,Restaurant 
A BRA -083149,Active,Ethiopic Corp,Ethiopic Restaurant,"401 H ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -083263,Active,"Credo, LLC",Estadio,"1520 14TH ST NW, Washington, DC 20005",C,Restaurant 
A BRA -083415,Active,MT 617 Corporation,Ming's,"617 H ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -083557,Active,"Red Bean System II, Inc.",Sala Thai,"3716 Georgia AVE NW, WASHINGTON, DC 20011",C,Restaurant 
A BRA -083564,Active,Oishi Inc,Sur La Place,"5105 MACARTHUR BLVD NW, WASHINGTON, DC 20016",C,Restaurant 
A BRA -083570,Active,"DC Narveer, Inc.",Cafe of India,"4909 WISCONSIN AVE NW, WASHINGTON, DC 20016",C,Restaurant 
A BRA -083690,Active,"Justin's Cafe, LLC",Justin's Cafe,"1025 1ST ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -083696,Active,"Hill Country DC, LLC",Hill Country,"410 7TH ST NW, WASHINGTON, DC 20004",C,Restaurant 
A BRA -083707,Active,"GF, Inc.",Il Canale,"1063 31st ST NW, WASHINGTON, DC",C,Restaurant 
A BRA -083769,Active,"BCI Food Services, LLC",Garden District,"1801 14TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -083931,Active,"BMWG, LLC",The Highlands,"4706 14TH ST NW, WASHINGTON, DC 20011",C,Restaurant 
A BRA -084082,Active,Khan's BBQ Inc.,Khan's,"1125 H ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -084365,Active,B. BALI CORP.,Rasoi,"1810 K ST NW, WASHINGTON, DC 20006",C,Restaurant 
A BRA -084379,Active,"Big Bear Cafe, LLC",Big Bear Cafe,"1700 1ST ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -084428,Active,BL Restaurant Operations LLC,Bar Louie,"701 7th ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -084505,Active,Tropicalia Project LLC,Bossa Brazilian Bistro,"2463 18TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -084579,Active,Tapper LLC,Floriana,"1602 17TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -084580,Active,"Top Spanish Catering, Inc,",Top Spanish Cafe & Catering,"3541 GEORGIA AVE NW, WASHINGTON, DC 20010",C,Restaurant 
A BRA -084598,Active,Smith Commons DC LLC,Smith Commons,"1245 H ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -084607,Active,"Sook & Ho, Inc.",West Wing Cafe,"300 NEW JERSEY AVE NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -084688,Active,P.J. Clarke's Washington LLC,P.J. Clarke's And SideCar,"1600 K ST NW, WASHINGTON, DC 20006",C,Restaurant 
A BRA -084736,Active,"The Oceanaire Restaurant Company, Inc.",The Oceanaire Seafood Room,"1201 F ST NW, WASHINGTON, DC 20004",C,Restaurant 
A BRA -084847,Active,1819 14th Ventures LLC,EL CENTRO D.F.,"1819 14TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -084925,Active,"Romi-Rome Productions, LLC",Morgan's Seafood Bar & Grill,"3200 GEORGIA AVE NW, WASHINGTON, DC 20010",C,Restaurant 
