License #,Status,Entity Name,Trade Name,Address,Class,Type 
A BRA -060722,Active,Friendly David's Market Inc.,Friendly Food Market,"1399 HALF ST SW, Washington, DC 20024",B,Retail - Grocery 
A BRA -060723,Active,MYRB Corporation,Geranium Market,"7350 GEORGIA AVE NW, WASHINGTON, DC 20012",B,Retail - Grocery 
A BRA -060734,Active,Cha Corportaion,Lobby Mart,"501 3RD ST NW, Washington, DC 20001",B,Retail - Grocery 
A BRA -071278,Active,"Trader Joe's East, Inc.",Trader Joe's # 653,"2425 L ST NW, Washington, DC 20037",B,Retail - Grocery 
A BRA -071324,Active,"JK Market, Inc.",Paramount Market,"2200 16TH ST SE, Washington, DC 20020",B,Retail - Grocery 
A BRA -071763,Active,Stop & Go LLC,Stop & Go Market,"3001 SHERMAN AVE NW, Washington, DC 20001",B,Retail - Grocery 
A BRA -072260,Active,Mok Ju Na,Daily Fish Of Chesapeake,"2250 SHERMAN AVE NW, Washington, DC 20001",B,Retail - Grocery 
A BRA -072566,Active,Ming Wei Zhang,China Cafe Carryout,"612 DIVISION AVE NE, Washington, DC 20019",B,Retail - Grocery 
A BRA -072580,Active,"Giant of Maryland, LLC",Giant Food Store #378,"1345 PARK RD NW, Washington, DC 20010",B,Retail - Grocery 
A BRA -072611,Active,Cost Plus Inc.,World Market,"5335 WISCONSIN AVE NW, WASHINGTON, DC 20015",B,Retail - Grocery 
A BRA -072708,Active,"Safeway, Inc.",Safeway,"1747 COLUMBIA RD NW, Washington, DC 20009",B,Retail - Grocery 
A BRA -073973,Active,Xaing Fong Corporation,North Sea Carry-out Restaurant,"2479 18TH ST NW, WASHINGTON, DC 20009",B,Retail - Grocery 
A BRA -074002,Active,Fa Ren Chen,China Hut,"7708 GEORGIA AVE NW, WASHINGTON, DC 20012",B,Retail - Grocery 
A BRA -074162,Active,"ZG Market, Inc.",Jubilee Market,"2316 4TH ST NE, Washington, DC 20002",B,Retail - Grocery 
A BRA -074267,Active,"Jays and J, Inc.",Compact Market,"1613 MONTELLO AVE NE, Washington, DC 20002",B,Retail - Grocery 
A BRA -074845,Active,Johy Corporation,The Corner Market,"400 EAST CAPITOL ST NE, Washington, DC 20002",B,Retail - Grocery 
A BRA -074927,Active,"Mochi, Inc.",DC Supermarket,"539 8TH ST NE, Washington, DC 20002",B,Retail - Grocery 
A BRA -075065,Active,Giant of Maryland LLC,Giant Food Store #382,"4303 CONNECTICUT AVE NW, Washington, DC 20008",B,Retail - Grocery 
A BRA -075184,Active,"Wisdom Market, Inc.",R & M Market,"4003 GAULT PL NE, Washington, DC 20019",B,Retail - Grocery 
A BRA -075185,Active,"Gaon Enterprises, Inc.",Thomas & Sons,"3425 BENNING RD NE, Washington, DC 20019",B,Retail - Grocery 
A BRA -075678,Active,"Yes Organic Four, Inc",Yes Organic Market,"3809 12TH ST NE, Washington, DC 20017",B,Retail - Grocery 
A BRA -075686,Active,"Safeway, Inc.",Safeway,"1601 MARYLAND AVE NE, Washington, DC 20002",B,Retail - Grocery 
A BRA -075687,Active,"Safeway, Inc.",Safeway,"1855 WISCONSIN AVE NW, WASHINGTON, DC 20007",B,Retail - Grocery 
A BRA -075795,Active,Lusk's Corporation,Eddie's Carryout,"1251 BLADENSBURG RD NE, WASHINGTON, DC 20002",B,Retail - Grocery 
A BRA -076052,Active,Safeway Inc.,Safeway,"490 L ST NW, Washington, DC 20001",B,Retail - Grocery 
A BRA -076139,Active,"Whole Foods Market Group, Inc.",Whole Foods Market,"4530 40TH ST NW, Washington, DC 20016",B,Retail - Grocery 
A BRA -076413,Active,"Myungjoon, Inc.",Los Primos,"3170 MT PLEASANT ST NW, Washington, DC 20010",B,Retail - Grocery 
A BRA -076414,Active,"Park & Song, Inc.",Congress Market,"421 EAST CAPITOL ST SE, Washington, DC 20003",B,Retail - Grocery 
A BRA -076415,Active,"Sun & Min, Inc.",T's Market,"1795 LANIER PL NW, Washington, DC 20009",B,Retail - Grocery 
A BRA -076858,Active,Capit-Oh Hill Supreme Corp.,Capitol Supreme Market,"501 4TH ST SE, WASHINGTON, DC 20003",B,Retail - Grocery 
A BRA -077168,Active,DSAY Corporation,Adams Market,"700 F ST NE, #A, Washington, DC 20002",B,Retail - Grocery 
A BRA -077233,Active,"Giant of Maryland, LLC",Giant #384,"1525 ALABAMA AVE SE, Washington, DC 20032",B,Retail - Grocery 
A BRA -077293,Active,"S&T Whitelaw, Inc.",Whitelaw Market,"1846 13TH ST NW, Washington, DC 20009",B,Retail - Grocery 
A BRA -077411,Active,"GG and SONS, Inc.",Elmira Grocery,"4401 SOUTH CAPITOL ST SW, Washington, DC 20032",B,Retail - Grocery 
A BRA -077988,Active,"Safeway, Inc.",Safeway,"6500 PINEY BRANCH RD NW, Washington, DC 20012",B,Retail - Grocery 
A BRA -078015,Active,"727, Inc.",727 Market,"2820 GEORGIA AVE NW, Washington, DC 20001",B,Retail - Grocery 
A BRA -078255,Active,"Berhanu and Nega, LLC",Ogden Market,"1500 OGDEN ST NW, Washington, DC 20010",B,Retail - Grocery 
A BRA -078414,Active,"TC, LLC",Marvelous Market,"2424 PENNSYLVANIA AVE NW, Washington, DC 20037",B,Retail - Grocery 
A BRA -078461,Active,"M & M Beer & Wine, Inc.",M & M Market,"3544 EAST CAPITOL ST NE, Washington, DC 20019",B,Retail - Grocery 
A BRA -078514,Active,"Eugene, Inc.",Roland's of Capitol Hill,"333 PENNSYLVANIA AVE SE, Washington, DC 20003",B,Retail - Grocery 
A BRA -078591,Active,Kono K. Gemechu,Kearney's Grocery,"90 O ST NW, Washington, DC 20001",B,Retail - Grocery 
A BRA -078727,Active,"SMJ & Capitol Hill, Inc.",Capitol Hill Market,"241 MASSACHUSETTS AVE NE, Washington, DC 20002",B,Retail - Grocery 
A BRA -078895,Active,Target Corporation,Target Store T-2259,"3100 14TH ST NW, Washington, DC 20005",B,Retail - Grocery 
A BRA -078965,Active,"KMRY, Incorporated",New Reservoir Market,"1942 1ST ST NW, Washington, DC 20001",B,Retail - Grocery 
A BRA -079038,Active,"T & H Deli, Inc.",Palisades Deli & Market,"4554 MACARTHUR BLVD NW, Washington, DC 20007",B,Retail - Grocery 
A BRA -079164,Active,"A&F, LLC",L Street Market,"1100 4TH ST NE, Washington, DC 20002",B,Retail - Grocery 
A BRA -079896,Active,6th & Q LLC,6th & Q Market,"523 Q ST NW, Washington, DC 20001",B,Retail - Grocery 
A BRA -103270,Active,"Assmira, Inc.",Circle 7 Express Food Store,"740 KENILWORTH AVE NE, WASHINGTON, DC 20019",B,Retail - Grocery 
A BRA -103151,Active,REHABOT SERVICES LLC,Thomas & Sons Market,"3425 BENNING RD NE, Washington, DC 20019",B,Retail - Grocery 
A BRA -080006,Active,"CHO'S FAMILY MARKET, INC.",Mott's Market,"233 12TH ST SE, WASHINGTON, DC 20003",B,Retail - Grocery 
A BRA -077268,Safekeeping,512 Rhode Island Avenue LLC,Grapes n' Hopes Market,"512 RHODE ISLAND AVE NW, WASHINGTON, DC 20001",B,Retail - Grocery 
A BRA -082807,Safekeeping,Gold Ocean Inc/ Kennedy Street Market,Kennedy Street Market,"701 KENNEDY ST NW, WASHINGTON, DC 20011",B,Retail - Grocery 
A BRA -088667,Safekeeping,"SKENE LAW FIRM, P.C. FBO",To Be Determined,"WASHINGTON, DC",B,Retail - Grocery 
A BRA -013885,Safekeeping,Vincent H. Covert,M L K Deli,"3113 M.L. KING JR., AVE SE, Washington, DC 20032",B,Retail - Grocery 
A BRA -060011,Safekeeping,"Ferrol, Inc",Todito Grocery,"1813 COLUMBIA RD NW, Washington, DC 20009",B,Retail - Grocery 
A BRA -060094,Safekeeping,"7 Round, Inc",Davis Market,"3819 GEORGIA AVE NW, Washington, DC 20011",B,Retail - Grocery 
A BRA -074817,Safekeeping,"Paravinos, LLC",De Vinos,"2001 18TH ST NW, Washington, DC 20009",B,Retail - Grocery 
A BRA -077390,Safekeeping,"M & T Grocer's Beer and Wine, Inc.",M & T Grocer's Beer and Wine,"201 15TH ST NE, Washington, DC 20002",B,Retail - Grocery 
A BRA -077898,Safekeeping,Jin Woo Her,Fairmont Market,"2628 11TH ST NW, Washington, DC 20001",B,Retail - Grocery 
A BRA -089590,Active,"Direct du Domaine, LLC",Direct du Domaine,"4221 A CONNECTICUT AVE NW, WASHINGTON, DC 20008",B,Wholesaler 
A BRA -091895,Active,"DDW, LLC",Diamond District Wines,"4221 CONNECTICUT AVE NW, WASHINGTON, DC 20008",B,Wholesaler 
A BRA -092599,Active,"VinConnect, Inc.",VinConnect,"4221 CONNECTICUT AVE NW, WASHINGTON, DC 20008",B,Wholesaler 
A BRA -094363,Active,Tap 26 LLC,Tap26,"1501 SOUTH CAPITOL ST SW, WASHINGTON, DC 20003",B,Wholesaler 
A BRA -098971,Active,Pekko Beer Wholesale,Pekko Beer Wholesale,"4221 CONNECTICUT AVE NW, WASHINGTON, DC 20008",B,Wholesaler 
A BRA -099364,Active,HUb Wine Corporation,Hub Wine Corporation,"175 R ST NE, WASHINGTON, DC 20002",B,Wholesaler 
A BRA -099962,Active,"Admerk Corp, Inc.","Admerk Corp, Inc.","175 R ST NE, WASHINGTON, DC 20002",B,Wholesaler 
A BRA -100199,Active,Capital Grocery Wholesaler LLC,DC Grocery Cash and Carry,"2910 V ST NE, WASHINGTON, DC 20018",B,Wholesaler 
A BRA -101025,Active,"Capitol Cash and Carry, LLC",Capitol Cash and Carry,"1110 OKIE ST NE, WASHINGTON, DC 20002",B,Wholesaler 
A BRA -060653,Active,Washington Food & Supply Of Dc Inc,Washington Cash & Carry,"1270 4TH ST NE, Washington, DC 20002",B,Wholesaler 
A BRA -082437,Active,"Aramark Entertainment, LLC","Aramark Entertainment, LLC (Verizon Center)","601 F ST NW, Washington, DC 20001",C,Arena 
A BRA -000056,Active,The University Club,University Club Of Washington Dc,"1135 16TH ST NW, WASHINGTON, DC 20036",C,Club 
A BRA -000086,Active,The Metropolitan Club of DC,The Metropolitan Club Of The City Of Washington,"1700 H ST NW, WASHINGTON, DC 20006",C,Club 
A BRA -000150,Active,Cosmos Club,Cosmos Club,"2121 MASSACHUSETTS AVE NW, Washington, DC 20008",C,Club 
A BRA -000221,Active,Sulgrave Club Inc.,Sulgrave Club,"1801 MASSACHUSETTS AVE NW, Washington, DC 20036",C,Club 
A BRA -000319,Active,Woman's National Democratic Club,Woman's National Democratic Club,"1526 NEW HAMPSHIRE AVE NW, Washington, DC 20036",C,Club 
A BRA -000626,Active,National Republican Club of Capitol Hill Inc.,Capitol Hill Club,"300 1ST ST SE, Washington, DC 20003",C,Club 
A BRA -000637,Active,The Arts Club of Washington,The Arts Club of Washington,"2017 I ST NW, Washington, DC 20006",C,Club 
A BRA -000638,Active,The Alibi Club of Washington Inc.,The Alibi Club,"1806 I ST NW, WASHINGTON, DC 20006",C,Club 
A BRA -000643,Active,Kenneth H Nash Post 8,Kenneth H Nash Post 8 American Legion,"224 D ST SE, Washington, DC 20003",C,Club 
A BRA -000645,Active,The Sphinx Club,The Sphinx Club Inc,"1315 K ST NW, Washington, DC 20005",C,Club 
A BRA -000779,Active,"The Historic Georgetown Club, Inc.",Georgetown Club at Suter Tavern,"1530 WISCONSIN AVE NW, Washington, DC 20007",C,Club 
A BRA -000801,Active,The City Tavern Associates,The City Tavern Club,"3206 M ST NW, WASHINGTON, DC 20007",C,Club 
A BRA -000892,Active,The 116 Inc.,116 Club,"234 3RD ST NE, Washington, DC 20002",C,Club 
A BRA -001324,Active,The Capitol Yacht Club,Capital Yacht Club,"660 Water ST SW, WASHINGTON, DC 20024",C,Club 
A BRA -010793,Active,"City Club of Washington, Inc.",City Club of Washington,"555 13TH ST NW, Washington, DC 20004",C,Club 
A BRA -000001,Active,National Press Club of Washington,National Press Club,"529 14TH ST NW, Washington, DC 20004",C,Club 
A BRA -000114,Active,The Army & Navy Club,The Army & Navy Club,"901 17TH ST NW, Washington, DC 20006",C,Club 
A BRA -000237,Active,"Columbia Lodge #85/ Joint Management Team (IBPOEW), INC",Columbia Lodge #85 I.B.P.E.O. Of Wo,"1844 3RD ST NW, WASHINGTON, DC 20001",C,Club 
A BRA -000793,Active,National Democratic Club Inc.,National Democratic Club,"30 IVY ST SE, Washington, DC 20003",C,Club 
A BRA -000799,Active,Washington Council Home Inc.,Washington Council Home,"5034 WISCONSIN AVE NW, Washington, DC 20016",C,Club 
A BRA -000895,Active,The Congressional Club,The Congressional Club,"2001 NEW HAMPSHIRE AVE NW, Washington, DC 20009",C,Club 
A BRA -010135,Active,"Diplomatic & Consular Officers Retired, Inc.",Diplomatic & Consular Officers Retired,"1801 F ST NW, Washington, DC 20006",C,Club 
A BRA -060161,Active,Fraternal Order of Police,Fraternal Order Of Police,"711 4TH ST NW, Washington, DC 20001",C,Club 
A BRA -026668,Safekeeping,"George Washington University Club, Inc.",George Washington University Club,"1918 F ST NW, Washington, DC 20006",C,Club 
A BRA -090189,404.2 Awaiting License,"Abdo F St., LLC",Abdotel,"2224 F ST NW, WASHINGTON, DC 20037",C,Hotel 
A BRA -100648,405.1 New Const,Trump Old Post Office LLC,Trump International Hotel Washington DC,"1100 PENNSYLVANIA AVE NW, WASHINGTON, DC 20004",C,Hotel 
A BRA -075526,Active,"Jefferson Beverage Services, LLC",The Jefferson Hotel,"1200 16TH ST NW, WASHINGTON, DC 20036",C,Hotel 
A BRA -075952,Active,"ICD Hotels Washington, LLC",W Washington DC,"515 15TH ST NW, Washington, DC 20004",C,Hotel 
A BRA -079382,Active,"IA Urban Hotel Washington DC Franlin TRS, LLC",Hilton Garden Inn Washington DC,"815 14TH ST NW, WASHINGTON, DC 20005",C,Hotel 
A BRA -079854,Active,"DC CY Owner, LLC",Courtyard by Marriott Washington DC/US Capitol,"1325 2ND ST NE, WASHINGTON, DC 20002",C,Hotel 
A BRA -080787,Active,"Rockwood Mayflower, Inc",The Mayflower Hotel/Edgar,"1127 CONNECTICUT AVE NW, WASHINGTON, DC 20036",C,Hotel 
A BRA -082474,Active,"LHO Tom Joad Circle DC Lessee, LLC",Donovan House/Zentan,"1155 14TH ST NW, WASHINGTON, DC 20005",C,Hotel 
A BRA -082836,Active,Sharcon Hospitality Of D.C. Three LLC,Holiday Inn Express Hotel & Suites,"1917 BLADENSBURG RD NE, WASHINGTON, DC 20002",C,Hotel 
A BRA -083883,Active,"H Street Shuffle Lessee, LLC",Sofitel Lafayette Square Washington DC,"806 15TH ST NW, WASHINGTON, DC 20005",C,Hotel 
A BRA -085256,Active,"Jayhawk Lessee, LLC",Hotel Monaco & Poste Restaurant,"700 F ST NW, WASHINGTON, DC 20004",C,Hotel 
A BRA -085654,Active,"Sunstone K9 Lessee, Inc.",Renaissance Hotel,"999 9TH ST NW, WASHINGTON, DC 20001",C,Hotel 
A BRA -087113,Active,CHSP TRS NAVY YARD LLC,Courtyard By Marriott,"140 L ST SE, WASHINGTON, DC 20003",C,Hotel 
A BRA -087920,Active,"CCHH GHDC, LLC",Grand Hyatt Washington,"1000 H ST NW, WASHINGTON, DC 20001",C,Hotel 
A BRA -088198,Active,"Georgetown Washington DC Inn, LLC",Georgetown Inn-Daily Grill,"1310 WISCONSIN AVE NW, WASHINGTON, DC 20007",C,Hotel 
A BRA -088499,Active,CHH Capital Tenant Corp.,The Capital Hilton Hotel,"1001 16TH ST NW, WASHINGTON, DC 20036",C,Hotel 
A BRA -089087,Active,"Silver P Lessee, LLC",Hotel Palomar / Urbana Restaurant and Wine Bar,"2121 P ST NW, WASHINGTON, DC 20037",C,Hotel 
A BRA -089405,Active,"All States Hotel Company, LLC",Courtyard by Marriott Washington DC Foggy Bottom/ GWU,"515 20TH ST NW, WASHINGTON, DC 20006",C,Hotel 
A BRA -089867,Active,"MH Owner, LLC",The Graham/A.G.B.,"1075 THOMAS JEFFERSON ST NW, WASHINGTON, DC 20007",C,Hotel 
A BRA -090337,Active,"DiamondRock DC M Street Tenant, LLC","The Westin Washington, D.C. City Center","1400 M ST NW, WASHINGTON, DC 20005",C,Hotel 
A BRA -090804,Active,"CS Bond St. AB-S Holdings, LLC",Glover Park Hotel,"2505 WISCONSIN AVE NW, Washington, DC 20007",C,Hotel 
A BRA -090805,Active,"CS Bond St. AB-C Holdings, LLC",Carlyle Hotel,"1731 NEW HAMPSHIRE AVE NW, WASHINGTON, DC 20009",C,Hotel 
A BRA -091162,Active,"Watergate Hotel Lessee, LLC",Watergate Hotel,"2650 VIRGINIA AVE NW, #H-1, WASHINGTON, DC 20037",C,Hotel 
A BRA -091225,Active,"LM-DC Hotel, LLC",Loews Madison Hotel,"1177 15TH ST NW, WASHINGTON, DC 20005",C,Hotel 
A BRA -091619,Active,"NCPT-Capstone Dupont TRS, LLC",Washington Courtyard By Marriott,"1900 CONNECTICUT AVE NW, Washington, DC 20008",C,Hotel 
A BRA -093961,Active,"HQ Hotel TRS, LLC",Marriott Marquis,"901 MASSACHUSETTS AVE NW, WASHINGTON, DC 20001",C,Hotel 
A BRA -094180,Active,"Clover M Street, LLC",Cafe Deluxe,"2201 M ST NW, WASHINGTON, DC 20037",C,Hotel 
A BRA -094523,Active,Citymarket Hotel Development LLC,Cambria Suites Washington City Market,"899 O ST NW, WASHINGTON, DC 20001",C,Hotel 
A BRA -095445,Active,"JBG/ DC Manager, LLC",Hyatt Place Washington DC/ US Capitol,"33 NEW YORK AVE NE, WASHINGTON, DC 20002",C,Hotel 
A BRA -096399,Active,"BW Hospitality, LLC",Park Hyatt,"1201 24TH ST NW, WASHINGTON, DC 20037",C,Hotel 
A BRA -098868,Active,"HHLP Saint Gregory Lessee, LLC",St Gregory Luxury Hotel & Suites,"2033 M ST NW, WASHINGTON, DC 20036",C,Hotel 
A BRA -099158,Active,"400 E Street, SW, LLC",Hyatt Place Washington DC/National Mall,"400 E ST SW, WASHINGTON, DC 20024",C,Hotel 
A BRA -099352,Active,Renaissance Centro M Street LLC,Hyatt Place Washington DC/Georgetown/West End,"2121 M ST NW, WASHINGTON, DC 20037",C,Hotel 
A BRA -099532,Active,Capital Riverfront Hotel LLC,Hampton Inn & Suites Washington D.C./Navy Yard Area,"1265 1ST ST SE, WASHINGTON, DC 20003",C,Hotel 
A BRA -099728,Active,"RLJ HP Washington DC Lessee, LLC",Hyatt Place DC,"1522 K ST NW, WASHINGTON, DC 20005",C,Hotel 
A BRA -100169,Active,"GIC 22nd Street, LLC",The Washington Marriott Hotel,"1221 22ND ST NW, Washington, DC 20037",C,Hotel 
A BRA -101200,Active,HHLP Georgetown Lessee LLC,Ritz Carlton Georgetown,"3100 SOUTH ST NW, Washington, DC 20007",C,Hotel 
A BRA -102245,Active,"1050 31st Street Liquor, LLC",Rosewood Washington DC Hotel,"1050 31ST ST NW, WASHINGTON, DC 20007",C,Hotel 
A BRA -102437,Active,KHP IV DC TRS LLC,Doubletree Washington DC,"1515 RHODE ISLAND AVE NW, Washington, DC 20005",C,Hotel 
A BRA -000616,Active,"Doyle Dupont, LLC",The Dupont Circle Hotel,"1500 NEW HAMPSHIRE AVE NW, Washington, DC 20036",C,Hotel 
A BRA -001445,Active,Tabard Corporation,Hotel Tabard Inn,"1739 N ST NW, WASHINGTON, DC 20036",C,Hotel 
A BRA -001782,Active,"Alamac, Inc.",The River Inn/Dish,"924 25TH ST NW, Washington, DC 20037",C,Hotel 
A BRA -009269,Active,Tudor Limited Partnership,Henley Park Hotel,"926 MASSACHUSETTS AVE NW, Washington, DC 20001",C,Hotel 
A BRA -009713,Active,Willard Associates,The Willard Inter- Continental Hotel,"1401 PENNSYLVANIA AVE NW, Washington, DC 20004",C,Hotel 
A BRA -012644,Active,American Union HotelInc.,Washington Court Hotel,"525 NEW JERSEY AVE NW, Washington, DC 20001",C,Hotel 
A BRA -013816,Active,Omni Hotel Management Corp,The Shoreham Hotel,"2500 CALVERT ST NW, Washington, DC 20008",C,Hotel 
A BRA -016066,Active,R I Associates,Holiday Inn Central,"1501 RHODE ISLAND AVE NW, Washington, DC 20005",C,Hotel 
A BRA -019070,Active,"Hotel Lombardy, Inc.",The Lombardy Cafe Hotel,"2019 I ST NW, Washington, DC 20006",C,Hotel 
A BRA -020149,Active,"Morrison-Clark, Limited Partnership I",Morrison-Clark Inn,"1015 L ST NW, Washington, DC 20001",C,Hotel 
A BRA -024625,Active,Washington Plaza Hotel LLC,Washington Plaza Hotel,"10 THOMAS CIR NW, Washington, DC 20005",C,Hotel 
A BRA -025161,Active,Massachusetts Mutual Life Insurance Co.,Hamilton Crowne Plaza,"1001 14TH ST NW, Washington, DC 20005",C,Hotel 
A BRA -060171,Active,"CCMH DC, LLC",J.W. Marriott Hotel,"1331 PENNSYLVANIA AVE NW, #A, Washington, DC 20004",C,Hotel 
A BRA -060273,Active,"MPE Hotel I (Washington), LLC",Ritz Carlton Washington DC,"2200 M ST NW, Washington, DC 20037",C,Hotel 
A BRA -060309,Active,The George Washington University,One Washington Circle Hotel/Circle Bistro,"1 WASHINGTON CIR NW, WASHINGTON, DC 20037",C,Hotel 
A BRA -060618,Active,LHCW Hotel Operating Company(2002)LLC,"The Fairmont Washington, DC","2401 M ST NW, Washington, DC 20037",C,Hotel 
A BRA -060796,Active,"Compass Group USA, Inc., ATTN: HALA YOUNES",Gallaudet University Conference Center,"800 FLORIDA AVE NE, Washington, DC 20002",C,Hotel 
A BRA -070893,Active,Ccmh Metro Center LLC,The Marriott @ Metro Center,"775 12TH ST NW, Washington, DC 20005",C,Hotel 
A BRA -071165,Active,"Millbank Partners-Mass Ave., LP",Courtyard By Marriott Embassy Row,"1600 RHODE ISLAND AVE NW, Washington, DC 20036",C,Hotel 
A BRA -072156,Active,"Phoenix Park Hotel Operating,LLC & Dubliner,Inc.",Phoenix Park & Phoenix Park Hotel,"520 NORTH CAPITOL ST NW, WASHINGTON, DC 20001",C,Hotel 
A BRA -072534,Active,"Capitol Hospitality, LLC",Capitol Skyline Hotel,"10 I ST SW, Washington, DC 20024",C,Hotel 
A BRA -074001,Active,"1000 K, L.L.C.",Embassy Suites Hotel,"900 10TH ST NW, Washington, DC 20001",C,Hotel 
A BRA -074223,Active,"CLPF-CC Pavilion Operating Company, LLC",Embassy Suites,"5335 WISCONSIN AVE NW, Washington, DC 20015",C,Hotel 
A BRA -074621,Active,HHC TRS Highland LLC,The Churchill Hotel,"1914 CONNECTICUT AVE NW, Washington, DC 20008",C,Hotel 
A BRA -074900,Active,"DTRS Washington, LLC",Four Seasons Hotel,"2800 Pennsylvania AVE NW, WASHINGTON, DC 20007",C,Hotel 
A BRA -075008,Active,HHC TRS Melrose LLC,Melrose Hotel,"2430 PENNSYLVANIA AVE NW, WASHINGTON, DC 20037",C,Hotel 
A BRA -075025,Active,"H S T Lessee CMBS, LLC","The Westin Grand Washington, DC","2350 M ST NW, Washington, DC 20037",C,Hotel 
A BRA -075037,Active,"CCHH Host Capitol Hill, LLC",Hyatt Regency Washington,"400 NEW JERSEY AVE NW, Washington, DC 20001",C,Hotel 
A BRA -075078,Active,"Hay Adams Holdings, Llc",Hay Adams Hotel,"800 16TH ST NW, Washington, DC 20006",C,Hotel 
A BRA -077109,Active,"1615 LLL, LLC",Beacon Hotel & Corporate Quarters,"1615 RHODE ISLAND AVE NW, Washington, DC 20036",C,Hotel 
A BRA -078312,Active,State Plaza Hotel Inc.,State Plaza Hotel,"2116 F ST NW, Washington, DC 20037",C,Hotel 
A BRA -078651,Active,Washington Value Added I LLC,Renaissance Washington DC Dupont Circle Hotel,"1143 NEW HAMPSHIRE AVE NW, WASHINGTON, DC 20037",C,Hotel 
A BRA -079235,Active,"DC Six Lessee, LLC/Twice Baked, LLC",Hotel George/Bis,"15 E ST NW, Washington, DC 20001",C,Hotel 
A BRA -079236,Active,"DC I&G Capital Lessee, LLC",The Liaison Capitol Hill/Art and Soul/Art's Bar,"415 NEW JERSEY AVE NW, Washington, DC 20001",C,Hotel 
A BRA -079237,Active,"DC Two Lessee, LLC",Hotel Madera,"1310 NEW HAMPSHIRE AVE NW, Washington, DC 20036",C,Hotel 
A BRA -079242,Active,"DC One Lessee, LLC",Topaz Hotel,"1733 N ST NW, WASHINGTON, DC 20036",C,Hotel 
A BRA -079243,Active,"DC Four Lessee, LLC",Mason & Rook /Radiator,"1430 RHODE ISLAND AVE NW, Washington, DC 20005",C,Hotel 
A BRA -079244,Active,"DC Three Lessee, LLC",Hotel Rouge,"1315 16TH ST NW, Washington, DC 20036",C,Hotel 
A BRA -102830,Active,"Noiro South, LLC",The Fairfax at Embassy Row,"2100 Massachusetts ST NW, WASHINGTON, DC 20037",C,Hotel 
A BRA -102985,Active,"Dupont Hotel Project Owner, LLC",The Washington Hilton,"1919 CONNECTICUT AVE NW, #A, Washington, DC 20009",C,Hotel 
A BRA -093645,Active,"LEI AG Embassy Row, LLC",The Embassy Row Hotel,"2015 MASSACHUSETTS AVE NW, WASHINGTON, DC 20036",C,Hotel 
A BRA -099454,Active,"Seldar Dc Holding, LLC",St. Regis Hotel,"923 16TH ST NW, WASHINGTON, DC 20006",C,Hotel 
A BRA -101381,Active,MHF Noma Operating IV LLC,Hilton Garden Inn- DC/U.S. Capitol,"1225 1st ST NE, WASHINGTON, DC 20002",C,Hotel 
A BRA -026517,Active,"900 F Street Associates, LLC",Courtyard By Marriott,"900 F ST NW, #A, Washington, DC 20004",C,Hotel 
A BRA -060811,Active,"Portals Hotelsite, LLC",Mandarin Oriental Wash DC Hotel,"1330 MARYLAND AVE SW, WASHINGTON, DC 20024",C,Hotel 
A BRA -073292,Active,Wardman Hotel LLC,Washington D C Marriott Wardman Park Hotel,"2660 WOODLEY RD NW, Washington, DC 20016",C,Hotel 
A BRA -075950,Active,"Federal Center Hotel Associates, LLC",Holiday Inn (Capitol),"550 C ST SW, Washington, DC 20024",C,Hotel 
A BRA -078960,Active,HLT DC Owner LLC,Embassy Suites Downtown,"1250 22ND ST NW, Washington, DC 20037",C,Hotel 
A BRA -089510,Safekeeping,"2120 P STREET ASSOCIATES, LLC",Marriott Residence Inn,"2120 P ST NW, WASHINGTON, DC 20037",C,Hotel 
A BRA -093846,Safekeeping,"L'Enfant DC Hotel, LLC",L'Enfant Plaza Hotel,"480 L''ENFANT PLZ SW, Washington, DC 20024",C,Hotel 
A BRA -095442,Safekeeping,Pacific District Lessee Corporation,Twelve and K Hotel Washington DC,"1201 K ST NW, WASHINGTON, DC 20005",C,Hotel 
A BRA -102572,Safekeeping,"Thor 3000 M Street, LLC",,"3000 M ST NW, #A, Washington, DC 20007",C,Hotel 
A BRA -007235- 2,Active,Potomac Riverboat Company,Admiral Tilp,"205 Strand ST, Alexandria, VA 22314",C,Marine Vessel 
A BRA -007235- 3,Active,Potomac Riverboat Company,Miss Mallory,"205 Strand ST, Alexandria, VA 22314",C,Marine Vessel 
A BRA -077414- 2,Active,Spirit Cruises LLC,Spirit of Washington,"600 WATER ST SW, Washington, DC 20024",C,Marine Vessel 
A BRA -077414- 3,Active,Spirit Cruises LLC,The Capital Elite,"600 WATER ST SW, Washington, DC 20024",C,Marine Vessel 
A BRA -077414- 4,Active,Spirit Cruises LLC,National Elite,"600 WATER ST SW, Washington, DC 20024",C,Marine Vessel 
A BRA -085705,Active,"Boomerang Boat Tour, LLC",The Boomerang Boat,"600 WATER ST SW, WASHINGTON, DC 20024",C,Marine Vessel 
A BRA -085705- 2,Active,"Boomerang Boat Tour, LLC",Boomerang Pirate Boat,"600 WATER ST SW, WASHINGTON, DC 20024",C,Marine Vessel 
A BRA -085705- 3,Active,"Boomerang Boat Tour, LLC",Boomerang Yacht,"600 WATER ST SW, WASHINGTON, DC 20024",C,Marine Vessel 
A BRA -091194,Active,DC Cruises,DC Cruises,"1300 Maine AVE SW, Washington, DC 20024",C,Marine Vessel 
